id	name	ascii	alt_name	lat	long	feat_class	feat_code	country	cc2	admin1	admin2	admin3	admin4	population	elevation	dem	tz	modified_at
4509506	Covedale	Covedale		39.12117	-84.60633	P	PPL	US		OH	61			6447	270	271	America/New_York	2011-05-14
4509884	Dayton	Dayton	DAY;Dayton;Dejton;dai dun;_Ó_µ__„â____;_Ó_µ„÷„â____;ŠÈ£ÁÀ	39.75895	-84.19161	P	PPLA2	US		OH	113			141527	225	237	America/New_York	2011-05-14
4509986	Deer Park	Deer Park		39.20534	-84.39466	P	PPL	US		OH	61			5736	265	266	America/New_York	2011-05-14
4510062	Dent	Dent		39.18589	-84.65134	P	PPL	US		OH	61			10497	257	255	America/New_York	2011-05-14
4510342	Dry Run	Dry Run		39.10423	-84.33049	P	PPL	US		OH	61			7281	266	266	America/New_York	2011-05-14
4510719	Eaton	Eaton		39.74394	-84.63662	P	PPLA2	US		OH	135			8407	317	318	America/New_York	2011-05-14
4511064	Englewood	Englewood		39.87756	-84.30217	P	PPL	US		OH	113			13465	279	280	America/New_York	2011-05-14
4511263	Fairborn	Fairborn		39.82089	-84.01938	P	PPL	US		OH	57			32352	255	255	America/New_York	2011-05-14
4511283	Fairfield	Fairfield	Feurfild;___µ„_„Û„ã_ü_È_«	39.34589	-84.5605	P	PPL	US		OH	17			42510	180	185	America/New_York	2011-05-14
4511642	Finneytown	Finneytown		39.20034	-84.5205	P	PPL	US		OH	61			12741	271	270	America/New_York	2011-05-14
4512060	Forest Park	Forest Park		39.29034	-84.50411	P	PPL	US		OH	61			18720	255	258	America/New_York	2011-05-14
4512083	Forestville	Forestville		39.07506	-84.34494	P	PPL	US		OH	61			10532	250	253	America/New_York	2011-05-14
4512203	Franklin	Franklin	Franklin;__„Û_¡___¼_È_ü__	39.55895	-84.30411	P	PPL	US		OH	165			11771	207	208	America/New_York	2011-05-14
4512557	Geneva	Geneva		39.66201	-82.43349	P	PPL	US		OH	45			6447	305	303	America/New_York	2006-01-17
4512620	Germantown	Germantown		39.62617	-84.36939	P	PPL	US		OH	113			5547	220	220	America/New_York	2011-05-14
4513057	Grandview Heights	Grandview Heights		39.97979	-83.04074	P	PPL	US		OH	49			6536	236	239	America/New_York	2011-05-14
4513394	Groesbeck	Groesbeck		39.22311	-84.58689	P	PPL	US		OH	61			6788	264	262	America/New_York	2011-05-14
4513409	Grove City	Grove City		39.88145	-83.09296	P	PPL	US		OH	49			35575	259	258	America/New_York	2011-05-14
4513425	Groveport	Groveport		39.8784	-82.88379	P	PPL	US		OH	49			5363	226	225	America/New_York	2011-05-14
4513575	Hamilton	Hamilton	Gamil'ton;Hamilton;Khamiltun;Khehmilton;haemilteon;hamltn; awhayw;han mi er dun;hmyltwn; awhayw;_Ò_¡___ü_È„Î„â____;_´_¡___ü_È„â„___;_´„___ü_È„â____;ôà¯¤ôÉôã¯»ô ¯Î ¯£ôöôà¯¤ô_ôö;ôàôÉóÎôã¯»ôöô ¯Î ¯¤ôöôà¯¤óÎôö;¾_¢Œø ö_ÊÒ;’¥«‘¡Û’ã«	39.3995	-84.56134	P	PPLA2	US		OH	17			62477	181	186	America/New_York	2011-05-14
4513805	Harrison	Harrison	Kharrison;_´_¡„Û„Û_ü„____	39.262	-84.81995	P	PPL	US		OH	61			9897	159	161	America/New_York	2011-05-14
4514282	Hillsboro	Hillsboro	Khillsboro;_´_ü_È_È„_±__„Û__	39.20229	-83.61159	P	PPLA2	US		OH	71			6605	342	345	America/New_York	2011-05-14
4514746	Huber Heights	Huber Heights		39.84395	-84.12466	P	PPL	US		OH	113			38101	284	284	America/New_York	2011-05-14
4515247	Ironton	Ironton	Ironton;ayrwntwn; awhayw;_÷„Û____„â____;¯¤óÎ¯±ôöô ¯»ôöô ¯Î ¯¤ôöôà¯¤óÎôö	38.53675	-82.68294	P	PPLA2	US		OH	87			11129	168	170	America/New_York	2011-05-14
4515318	Jackson	Jackson	Dzhekson;_Ó_¦_µ_¼„____	39.05202	-82.63655	P	PPLA2	US		OH	79			6397	211	214	America/New_York	2011-05-14
4515813	Kenwood	Kenwood		39.21061	-84.36716	P	PPL	US		OH	61			6981	244	247	America/New_York	2011-05-14
4515843	Kettering	Kettering	Kehttering;Kettering;katrngh; awhayw;keteoling;ktryng; awhayw;___µ„â„â_µ„Û_ü____;__„„â„â_µ„Û_ü____;ôÄ¯¤¯»¯±ô ¯¼¯Î ¯£ôöôà¯¤ô_ôö;ò©¯»¯±óÎô òø¯Î ¯¤ôöôà¯¤óÎôö;“_Û’ã¡‘¤	39.6895	-84.16883	P	PPL	US		OH	113			56163	307	307	America/New_York	2011-05-14
4516233	Lancaster	Lancaster	Lankastehr;Lankaster;lankastr; awhayw;lankstr; awhayw;_İ_¡___¼_¡„„â_µ„Û;_İ_¡___¼_¡„„â„„Û;ôã¯¤ô ôÄ¯¤¯_¯»¯±¯Î ¯£ôöôà¯¤ô_ôö;ôã¯¤ô ò©¯_¯»¯±¯Î ¯¤ôöôà¯¤óÎôö	39.71368	-82.59933	P	PPLA2	US		OH	45			38780	268	274	America/New_York	2011-05-14
4516248	Landen	Landen		39.312	-84.28299	P	PPL	US		OH	165			6782	248	251	America/New_York	2011-05-14
4516412	Lebanon	Lebanon	Lebanon;lbanwn; awhayw;lbnan; awhayw;_İ_µ_±_¡______;ôã¯¬¯¤ô ôöô ¯Î ¯¤ôöôà¯¤óÎôö;ôã¯¬ô ¯¤ô ¯Î ¯£ôöôà¯¤ô_ôö	39.43534	-84.20299	P	PPLA2	US		OH	165			20033	234	237	America/New_York	2011-05-14
4516701	Lincoln Village	Lincoln Village		39.95479	-83.13074	P	PPL	US		OH	49			9032	277	277	America/New_York	2011-05-14
4516989	Logan	Logan		39.54007	-82.4071	P	PPLA2	US		OH	73			7152	226	226	America/New_York	2011-05-14
4517009	London	London		39.88645	-83.44825	P	PPLA2	US		OH	97			9904	321	321	America/New_York	2011-05-14
4517140	Loveland	Loveland	Loveland	39.26895	-84.26383	P	PPL	US		OH	61			12081	181	184	America/New_York	2011-05-14
4517323	Mack	Mack		39.15811	-84.64967	P	PPL	US		OH	61			11585	276	276	America/New_York	2011-05-14
4517353	Madeira	Madeira		39.19089	-84.36355	P	PPL	US		OH	61			8726	231	234	America/New_York	2011-05-14
4517586	Marietta	Marietta	Marietta;ma li ai ta;maryta; awhayw;maryyta; awhayw;_Ï_¡„Û_ü_µ„â„â_¡;ôÉ¯¤¯±ô_ô_¯»¯¤¯Î ¯£ôöôà¯¤ô_ôö;ôÉ¯¤¯±óÎ¯»¯¤¯Î ¯¤ôöôà¯¤óÎôö;_İŠü_ŒÙÄŒÁÓ	39.41535	-81.45484	P	PPLA2	US		OH	167			14085	187	190	America/New_York	2011-05-14
4517698	Mason	Mason	Mehson;Mejson;maswn; awhayw;maysn; awhayw;_Ï_µ__„____;_Ï„„____;ôÉ¯¤¯_ôöô ¯Î ¯¤ôöôà¯¤óÎôö;ôÉ¯¤ô_¯_ô ¯Î ¯£ôöôà¯¤ô_ôö	39.36006	-84.30994	P	PPL	US		OH	165			30712	247	246	America/New_York	2011-05-14
4518188	Miamisburg	Miamisburg		39.64284	-84.28661	P	PPL	US		OH	113			20181	213	215	America/New_York	2011-05-14
4518264	Middletown	Middletown	Middltaun;Midltaun;mideultaun;mydltawwn; awhayw;_Ï_ü_«_«_È„â_¡„Ä__;_Ï_ü_«_È„â_¡„Ä__;ôÉóÎ¯øôã¯»¯¤ôöôöô ¯Î ¯¤ôöôà¯¤óÎôö;‘øü‘Ò_’ÄÛ“_«	39.51506	-84.39828	P	PPL	US		OH	17			48694	200	200	America/New_York	2011-05-14
4518307	Milford	Milford	Milford;_Ï_ü_È„ã__„Û_«	39.17534	-84.29438	P	PPL	US		OH	25			6709	167	179	America/New_York	2011-05-14
4518550	Monroe	Monroe	Monro;_Ï____„Û__	39.44034	-84.36216	P	PPL	US		OH	17			12442	254	253	America/New_York	2011-05-14
4518596	Monfort Heights	Monfort Heights		39.18839	-84.59522	P	PPLX	US		OH	61			11948	273	272	America/New_York	2011-05-14
4518597	Montgomery	Montgomery	Montgomeri;_Ï____„â_______µ„Û_ü	39.22811	-84.35411	P	PPL	US		OH	61			10251	244	243	America/New_York	2011-05-14
4518661	Moraine	Moraine		39.70617	-84.21938	P	PPL	US		OH	113			6307	225	226	America/New_York	2011-05-14
4518890	Mount Healthy	Mount Healthy		39.23367	-84.54578	P	PPL	US		OH	61			6098	255	259	America/New_York	2011-05-14
4519445	Nelsonville	Nelsonville		39.45868	-82.23182	P	PPL	US		OH	9			5392	207	209	America/New_York	2011-05-14
4519486	New Burlington	New Burlington		39.2595	-84.55717	P	PPL	US		OH	61			5069	250	250	America/New_York	2011-05-14
4519497	New Carlisle	New Carlisle		39.93617	-84.02549	P	PPL	US		OH	23			5785	274	274	America/New_York	2011-05-14
4519853	North College Hill	North College Hill		39.21839	-84.55078	P	PPL	US		OH	61			9397	251	253	America/New_York	2011-05-14
4519924	Northbrook	Northbrook		39.24645	-84.58356	P	PPL	US		OH	61			10668	253	255	America/New_York	2011-05-14
4519938	Northgate	Northgate		39.25283	-84.59245	P	PPL	US		OH	61			7377	269	270	America/New_York	2011-05-14
4519950	Northridge	Northridge		39.99173	-83.77854	P	PPL	US		OH	23			7572	330	330	America/New_York	2011-05-14
4519951	Northridge	Northridge		39.80756	-84.19689	P	PPL	US		OH	113			8487	244	244	America/New_York	2006-01-15
4519995	Norwood	Norwood		39.15561	-84.45966	P	PPL	US		OH	61			19207	200	202	America/New_York	2011-05-14
4520163	Oakwood	Oakwood		39.72534	-84.17411	P	PPL	US		OH	113			9202	301	303	America/New_York	2011-05-14
4520760	Oxford	Oxford	OXD;Oksford;aksfwrd; awhayw;awksfwrd; awhayw;___¼„„ã__„Û_«;¯£ôöôÄ¯_ôôö¯±¯ø¯Î ¯£ôöôà¯¤ô_ôö;¯¤ò©¯_ôôö¯±¯ø¯Î ¯¤ôöôà¯¤óÎôö	39.507	-84.74523	P	PPL	US		OH	17			21371	283	280	America/New_York	2011-05-14
4520905	Pataskala	Pataskala		39.99562	-82.67433	P	PPL	US		OH	89			14962	305	305	America/New_York	2011-05-14
4521209	Pickerington	Pickerington		39.88423	-82.7535	P	PPL	US		OH	45			18291	255	252	America/New_York	2011-05-14
4521816	Portsmouth	Portsmouth	PMH;Portsmaus;Portsmut;bwrtsmwth; awhayw;pu ci mao si;pwrtsmwwt; awhayw;_Ù__„Û„â„___¡„Ä„;_Ù__„Û„â„__„Ä„â;¯¬ôö¯±¯»¯_ôÉôö¯Ç¯Î ¯£ôöôà¯¤ô_ôö;ô_ôö¯±¯»¯_ôÉôöôö¯»¯Î ¯¤ôöôà¯¤óÎôö;¾Ï«¾ÂÁÎÉ¾Ğø	38.73174	-82.99767	P	PPLA2	US		OH	145			20226	162	164	America/New_York	2011-05-14
4522228	Reading	Reading	Reding;_Ê_µ_«_ü____	39.22367	-84.44216	P	PPL	US		OH	61			10385	171	173	America/New_York	2011-05-14
4522411	Reynoldsburg	Reynoldsburg		39.95479	-82.81212	P	PPL	US		OH	49			35893	268	266	America/New_York	2011-05-14
4522586	Riverside	Riverside	Riversajd;_Ê_ü___µ„Û„_¡___«	39.77978	-84.1241	P	PPL	US		OH	113			25201	238	239	America/New_York	2011-05-14
4524499	Sharonville	Sharonville		39.26811	-84.41327	P	PPL	US		OH	61			13560	178	178	America/New_York	2011-05-14
4524642	Shiloh	Shiloh		39.81867	-84.22855	P	PPL	US		OH	113			11272	248	250	America/New_York	2006-01-15
4525304	Springboro	Springboro		39.55228	-84.23327	P	PPL	US		OH	165			17409	236	239	America/New_York	2011-05-14
4525310	Springdale	Springdale		39.287	-84.48522	P	PPL	US		OH	61			11223	225	226	America/New_York	2011-05-14
4525353	Springfield	Springfield	SGH;Springfield;Springfild;aspryngfyld; awhayw;sbrynghfyld; awhayw;seupeulingpildeu;si pu lin fei er de;supuringufirudo;_Á_À„Û_ü____„ã_ü_È_«;¯¤¯_ô_¯±óÎô òøôóÎôã¯ø¯Î ¯¤ôöôà¯¤óÎôö;¯_¯¬¯±ô_ô ¯¼ôô_ôã¯ø¯Î ¯£ôöôà¯¤ô_ôö;ˆ__ˆ__ˆ_Üˆ_Óˆ__ˆ_Üˆ_¢ˆ__ˆ_ãˆ_Üˆ_¤ˆ_´ˆ__ˆ_£ˆ_Üˆ_Îˆ__ˆ_;‹â_‹ÄÑ‹Ä»‹Ä_‹â¡‹Ä¥‹â£‹Ä_‹ÄÇ‹Ää;¾Ğø¾ª¨¾_Ñ_Œ¡ÓŒ_á;“__’Óã‘¤’¥ã‘ÒÏ	39.92423	-83.80882	P	PPLA2	US		OH	23			60608	298	305	America/New_York	2011-05-14
4525829	Summerside	Summerside		39.10478	-84.28827	P	PPL	US		OH	25			5083	268	268	America/New_York	2011-05-14
4526225	The Village of Indian Hill	The Village of Indian Hill		39.24978	-84.29577	P	PPL	US		OH	61			5785	171	176	America/New_York	2011-05-14
4526365	Tipp City	Tipp City		39.95839	-84.17216	P	PPL	US		OH	109			9689	252	252	America/New_York	2011-05-14
4526469	Trenton	Trenton	Trenton;_¢„Û_µ__„â____	39.48089	-84.45772	P	PPL	US		OH	17			11869	198	198	America/New_York	2011-05-14
4526576	Trotwood	Trotwood	Trotvud;_¢„Û__„â__„Ä_«	39.79728	-84.31133	P	PPL	US		OH	113			24431	256	255	America/New_York	2011-05-14
4526790	Union	Union		39.89783	-84.30633	P	PPL	US		OH	113			6419	281	282	America/New_York	2011-05-14
4526993	Upper Arlington	Upper Arlington		39.99451	-83.06241	P	PPL	US		OH	49			33771	247	249	America/New_York	2011-05-14
4527124	Vandalia	Vandalia		39.89061	-84.19883	P	PPL	US		OH	113			15246	303	304	America/New_York	2011-05-14
4527660	Washington Court House	Washington Court House		39.53645	-83.43908	P	PPLA2	US		OH	47			14192	297	300	America/New_York	2011-05-14
4527879	Wellston	Wellston		39.12341	-82.53294	P	PPL	US		OH	79			5663	226	225	America/New_York	2011-05-14
4527963	West Carrollton City	West Carrollton City		39.67228	-84.25216	P	PPL	US		OH	113			13297	214	219	America/New_York	2006-01-17
4528203	Wheelersburg	Wheelersburg		38.73035	-82.85545	P	PPL	US		OH	145			6437	169	168	America/New_York	2011-05-14
4528259	White Oak	White Oak		39.21311	-84.59939	P	PPL	US		OH	61			19167	279	280	America/New_York	2011-05-14
4528291	Whitehall	Whitehall		39.96673	-82.88546	P	PPL	US		OH	49			18062	242	242	America/New_York	2011-05-14
4528463	Wilmington	Wilmington	ILN;Uilmington;Vilmington;u~iruminton;wylmyngtwn; awhayw;_Õ_ü_È___ü____„â____;_£_ü_È___ü____„â____;ôöóÎôãôÉóÎô òø¯»ôöô ¯Î ¯¤ôöôà¯¤óÎôö;‹â_‹â£‹ÄÇ‹ÄÙ‹Ä_‹Äö‹Ä_	39.44534	-83.82854	P	PPLA2	US		OH	27			12520	310	311	America/New_York	2011-05-14
4528596	Withamsville	Withamsville		39.06228	-84.28827	P	PPL	US		OH	25			7021	268	266	America/New_York	2011-05-14
4528793	Wyoming	Wyoming	Vajoming;_Õ_¡_______ü____	39.23117	-84.46578	P	PPL	US		OH	61			8428	175	179	America/New_York	2011-05-14
4528810	Xenia	Xenia	Ksenia;Ksenija;znya; awhayw;__„_µ___ü_¡;__„_µ___ü„;¯_ô óÎ¯¤¯Î ¯¤ôöôà¯¤óÎôö	39.68478	-83.92965	P	PPLA2	US		OH	57			25719	284	285	America/New_York	2011-05-14
4528923	Zanesville	Zanesville	ZZV;Zehjnsvill;ceng si wei er;zanysfyl; awhayw;znswyl; awhayw;_Ñ„____„___ü_È_È;¯_¯¤ô ô_¯_ôô_ôã¯Î ¯£ôöôà¯¤ô_ôö;¯_ô ¯_ôöóÎôã¯Î ¯¤ôöôà¯¤óÎôö;¾İ_¾Ğø¦_ö_	39.94035	-82.01319	P	PPLA2	US		OH	119			25487	206	207	America/New_York	2011-05-14
4529096	Ada	Ada	ADT;Ada;ayda; aklahma;eida;__«_¡;¯¤óÎ¯ø¯¤¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;“Ñ“«‘Ü_	34.77453	-96.67834	P	PPLA2	US		OK	123			16810	308	314	America/Chicago	2011-05-14
4529292	Altus	Altus	Altus;LTS;altws; aklahma;__È„â„Ä„;¯¢ôã¯»ôö¯_¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤	34.63813	-99.33398	P	PPLA2	US		OK	65			19813	426	430	America/Chicago	2011-05-14
4529353	Anadarko	Anadarko		35.07256	-98.24366	P	PPLA2	US		OK	15			6762	360	365	America/Chicago	2011-05-14
4529469	Ardmore	Ardmore	ADM;Ardmor;admwr;ardmr; aklahma;_„Û_«____„Û;¯¢¯±¯øôÉ¯±¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;¯£¯øôÉôö¯±	34.17426	-97.14363	P	PPLA2	US		OK	19			24283	266	267	America/Chicago	2011-05-14
4529987	Bartlesville	Bartlesville	BVO;Bartlehsvill;bartlzwyl; aklahma;bateuljeubil;_Ô_¡„Û„â_È„„___ü_È_È;¯¬¯¤¯±¯»ôã¯_ôöóÎôã¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;‘¡Ó’ÜÛ“_ö‘_Î	36.74731	-95.98082	P	PPLA2	US		OK	147			35750	214	217	America/Chicago	2011-05-14
4530372	Bethany	Bethany		35.51867	-97.63226	P	PPL	US		OK	109			19051	399	404	America/Chicago	2011-05-14
4530801	Bixby	Bixby		35.94204	-95.88332	P	PPL	US		OK	143			20884	183	186	America/Chicago	2011-05-14
4530866	Blackwell	Blackwell	BWL	36.80448	-97.28282	P	PPL	US		OK	71			7092	309	316	America/Chicago	2011-05-14
4530883	Blanchard	Blanchard		35.13784	-97.65809	P	PPL	US		OK	87			7670	387	391	America/Chicago	2011-05-14
4531405	Broken Arrow	Broken Arrow	Broken Arrow	36.0526	-95.79082	P	PPL	US		OK	143			98850	230	234	America/Chicago	2011-05-14
4532493	Catoosa	Catoosa		36.18899	-95.74582	P	PPL	US		OK	131			7151	190	193	America/Chicago	2011-05-14
4533029	Chickasha	Chickasha	CHK	35.05256	-97.93643	P	PPLA2	US		OK	51			16036	333	337	America/Chicago	2011-05-14
4533130	Choctaw	Choctaw		35.49756	-97.26892	P	PPL	US		OK	109			11146	350	353	America/Chicago	2011-05-14
4533580	Claremore	Claremore		36.3126	-95.61609	P	PPLA2	US		OK	131			18581	182	187	America/Chicago	2011-05-14
4533738	Clinton	Clinton	CSM;Klinton;___È_ü__„â____	35.51561	-98.96731	P	PPL	US		OK	39			9033	477	482	America/Chicago	2011-05-14
4533909	Collinsville	Collinsville	Kollinsvil';_____È_È_ü__„___ü_È„Î	36.36454	-95.83888	P	PPL	US		OK	143			5606	195	198	America/Chicago	2011-05-14
4534386	Coweta	Coweta		35.95177	-95.65081	P	PPL	US		OK	145			9943	201	205	America/Chicago	2011-05-14
4534659	Cushing	Cushing	CUH	35.98506	-96.76697	P	PPL	US		OK	119			7826	285	289	America/Chicago	2011-05-14
4534934	Del City	Del City		35.44201	-97.44087	P	PPL	US		OK	109			21332	366	372	America/Chicago	2011-05-14
4535389	Duncan	Duncan	DUC;Dunkan;_Ó„Ä___¼_¡__	34.5023	-97.95781	P	PPLA2	US		OK	137			23431	342	348	America/Chicago	2011-05-14
4535414	Durant	Durant	DUA;drnt; aklahma;¯ø¯±ô ¯»¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤	33.99399	-96.37082	P	PPLA2	US		OK	13			15856	194	199	America/Chicago	2011-05-14
4535740	Edmond	Edmond	Ehdmon;Ehdmond;Ehdmont;admnd; aklahma;edeumeondeu;edomondo;___«______;___«_______«;___«______„â;¯¤¯øôÉô ¯ø¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;‹â¬‹Ää‹Ä¢‹Ä_‹Ää;“Ñ‘ÒÏ‘¬_‘ÒÏ	35.65283	-97.4781	P	PPL	US		OK	109			81405	367	372	America/Chicago	2013-02-06
4535783	El Reno	El Reno		35.53227	-97.95505	P	PPLA2	US		OK	17			16749	414	420	America/Chicago	2011-05-14
4535823	Elk City	Elk City	ELK	35.41199	-99.40426	P	PPL	US		OK	9			11693	585	590	America/Chicago	2011-05-14
4535961	Enid	Enid	Ehnid;Inid;WDG;aynyd; aklahma;_÷___ü_«;_____ü_«;¯¤óÎô óÎ¯ø¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤	36.39559	-97.87839	P	PPLA2	US		OK	47			49379	378	388	America/Chicago	2011-05-14
4537641	Glenpool	Glenpool		35.95537	-96.00888	P	PPL	US		OK	143			10808	215	219	America/Chicago	2011-05-14
4538126	Grove	Grove		36.59369	-94.76912	P	PPL	US		OK	41			6623	236	240	America/Chicago	2011-05-14
4538142	Guthrie	Guthrie	GOK;Gazri;Guthrie;gatry; aklahma;_Ò_¡_á„Û_ü;òø¯¤¯»¯±óÎ¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤	35.87894	-97.42532	P	PPLA2	US		OK	83			10191	299	307	America/Chicago	2013-04-12
4538346	Harrah	Harrah		35.48951	-97.16364	P	PPL	US		OK	109			5095	337	340	America/Chicago	2011-05-14
4538577	Henryetta	Henryetta		35.43983	-95.98194	P	PPL	US		OK	111			5927	209	211	America/Chicago	2011-05-14
4538869	Holdenville	Holdenville		35.08036	-96.39918	P	PPLA2	US		OK	63			5771	264	267	America/Chicago	2011-05-14
4539145	Hugo	Hugo	HUJ	34.01066	-95.50968	P	PPLA2	US		OK	23			5310	166	169	America/Chicago	2011-05-14
4539224	Idabel	Idabel		33.89566	-94.82633	P	PPLA2	US		OK	89			7010	144	150	America/Chicago	2011-05-14
4539615	Jenks	Jenks		36.02287	-95.96833	P	PPL	US		OK	143			16924	188	191	America/Chicago	2011-05-14
4540737	Lawton	Lawton	LAW;Lavton;Lawton;Loton;Louton;lao dun;loteon;ltn; aklahma;roton;_İ_¡__„â____;_İ__„â____;_İ__„Ä„â____;ôã¯»ô ¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;‹Ä_‹Ä_‹Äö‹Ä_;Œ__ÁÀ;‘ÁÏ’ã«	34.60869	-98.39033	P	PPLA2	US		OK	31			96867	339	342	America/Chicago	2011-05-14
4541625	Lone Grove	Lone Grove		34.17537	-97.26279	P	PPL	US		OK	19			5054	289	295	America/Chicago	2011-05-14
4542367	McAlester	McAlester	MLC;Mak Alester;mklystr; aklahma;_Ï_¡_¼ __È_µ„„â_µ„Û;ôÉò©ôãóÎ¯_¯»¯±¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤	34.93343	-95.76971	P	PPLA2	US		OK	121			18383	224	225	America/Chicago	2011-05-14
4542692	Miami	Miami	MIO;Majami;_Ï_¡___¡___ü	36.87451	-94.87746	P	PPLA2	US		OK	115			13570	242	247	America/Chicago	2011-05-14
4542765	Midwest City	Midwest City		35.44951	-97.3967	P	PPL	US		OK	109			54371	382	386	America/Chicago	2011-05-14
4542975	Moore	Moore	Mur;_Ï„Ä„Û	35.33951	-97.4867	P	PPL	US		OK	27			55081	382	385	America/Chicago	2011-05-14
4543338	Muskogee	Muskogee	MKO;Maskodzh;Maskogi;ma si ke ji;maskwwgy; aklahma;meoseukoji;_Ï_¡„_¼_____ü;_Ï_¡„_¼___«_¦;ôÉ¯¤¯_ò©ôöôöòøóÎ¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;_Â¾Ğø¤ÔŒä;‘¬ü“__“_Ó“¤Û	35.74788	-95.36969	P	PPLA2	US		OK	101			39223	184	191	America/Chicago	2011-05-14
4543352	Mustang	Mustang		35.38423	-97.72449	P	PPL	US		OK	17			17395	411	416	America/Chicago	2011-05-14
4543622	Newcastle	Newcastle		35.24729	-97.59976	P	PPL	US		OK	87			7685	364	372	America/Chicago	2011-05-14
4543733	Noble	Noble		35.13924	-97.39475	P	PPL	US		OK	27			6481	364	367	America/Chicago	2011-05-14
4543762	Norman	Norman	Norman;OUN;noman;nomeon;normana;nuo man;nwrmn; aklahma;___„Û___¡__;ô ôö¯±ôÉô ¯Î ¯¤ò©ôã¯¤ôàôÉ¯¤;ˆ_¬ˆ´äˆ_¡ˆ´ˆ_¨ˆ_¬;‹Ä_‹Ä_‹Ä_‹Ä_;Ç_¾İ_;‘Éü‘¬_	35.22257	-97.43948	P	PPLA2	US		OK	27			110925	357	361	America/Chicago	2011-05-14
4544349	Oklahoma City	Oklahoma City	Cathair Oklahoma;Dinas Oklahoma;Gorad Aklakhoma-Sici;Kota Oklahoma;Lungsod ng Oklahoma;Ma'xepono'e;Ma'xepÌ_no'e;OKC;Oklachoma Siti;Oklahoma Ceety;Oklahoma City;Oklahoma Sitis;Oklahoma llaqta;Oklahomasitija;Oklahomaurbo;Oklakhoma;Oklakhoma Siti;Oklakhoma-Siti;Oklakhomae-Siti;Oklaxoma Shehiri;aklahwma syty;ao ke la he ma shi;awklahwma syty; awklahwma;okeullahomasiti;oklahoma nakaram;oklahoma siti;oklahoma-siti;okurahomashiti;xo khla ho ma si ti;ëÙë¼ëÈë±ìàìÎë_ë± ë£ëøìãë_;_Ò__„Û_¡_« __¼_È_¡„É_____¡-_Á„Ğ„ „Ğ;___¼_È_¡„É____Ì_-_Á_ü„â_ü;___¼_È_¡„É_____¡;___¼_È_¡„É_____¡ _Á_ü„â_ü;___¼_È_¡„É_____¡-_Á_ü„â_ü;___¼_È_¡„É_____¡-_Á„Ğ„â„Ğ;Í¥ÍøÍÂÍÁÍ¡ÍüÍ«ÍÁ ÍÍÇÍ©ÍÇ;__¥_¤_Ï_Ó_¥___Ó _Á_ª_÷_ª;¯£ôöôÄôã¯¤ôàôöôÉ¯¤ ¯_ô_¯»ô_¯Î ¯£ôöôÄôã¯¤ôàôöôÉ¯¤;¯¤ôöò©ôã¯¤óôöôÉ¯¤ ¯«ó¯±¯Î ¯¤ôöò©ôã¯¤óôöôÉ¯¤;¯¤ò©ôã¯¤ôàôöôÉ¯¤ ¯_óÎ¯»óÎ;ˆ_Òˆ_¥ˆ´ˆ__ˆ__ˆ__ˆ´Üˆ_¨ˆ__ ˆ_üˆ_Àˆ_Ùˆ´Û;ˆ¨Òˆ¨¥ˆøˆ¨_ˆ¨_ˆøÜˆ¨¨ˆ¨_ ˆ¨¬ˆ¨¥ˆ¨¡ˆ¨¨ˆø;ˆ_âˆü_ˆüãˆü´ˆü_ˆ_âˆü¨ˆüÁˆü_ˆüÜˆü«ˆü¥ˆüµ;‡Ä‡Äª‡Ä_‡Ä‡Ä¡‡Ä‡Äİ‡Ä-‡ÄÁ‡Ä÷‡Ä¢‡Ä÷;‡Ä‡Ä´‡Ä_‡Ä‡Ä¡‡Ä‡Äİ‡Ä-‡ÄÁ‡Ä÷‡ÄÑ‡Ä÷;‹â»‹âø‹Ä©‹Äİ‹Ä_‹âá‹Ä ‹â£;Œ´¤ŒÉÜ¾Üäá_ÂŒüâ;“÷_’«‘_’÷ü‘¤ö“ÜÏ’Ü¡	35.46756	-97.51643	P	PPLA	US		OK	109			579999	366	395	America/Chicago	2011-05-14
4544383	Okmulgee	Okmulgee	OKM	35.62344	-95.96055	P	PPLA2	US		OK	111			12321	207	211	America/Chicago	2011-05-14
4547407	Owasso	Owasso		36.26954	-95.85471	P	PPL	US		OK	143			28915	186	188	America/Chicago	2011-05-14
4547690	Pauls Valley	Pauls Valley		34.74008	-97.22225	P	PPLA2	US		OK	49			6187	266	273	America/Chicago	2011-05-14
4547861	Perry	Perry		36.28949	-97.2881	P	PPLA2	US		OK	103			5126	308	312	America/Chicago	2011-05-14
4547969	Piedmont	Piedmont		35.642	-97.74643	P	PPL	US		OK	17			5720	363	368	America/Chicago	2011-05-14
